Index_Sinistre;Annee;Age_assure;Sexe_assure;Ind_fumeur;Emploi_assure;Statut_marital;Nbre_enfants;Exp_cond;km_annuel;Ind_util_travail;Ind_util_affaires;Score_credit;Region;Age_police;Ind_occas;Ind_vehicule_sport;Valeur_vehicule;Age_vehicule;Couleur_vehicule;Ind_vehicule_loue;Nbre_infract;Temps_sn_sin;Nbre_sinistres;Montant_paye
3197;2007;40;H;Oui;AUT;F;1;24;1600;Non;Oui;594;MA;20;Oui;Non;36000;5;B;Oui;0;6;1;6170
3198;2007;28;H;Oui;PRO;F;2;11;46600;Oui;Non;700;SA;7;Oui;Non;24000;4;R;Non;0;6;1;3174
3199;2007;60;H;Oui;RTR;M;1;44;55000;Non;Non;788;MA;19;Non;Non;27000;5;G;Non;0;6;1;1412
3200;2007;58;F;Non;AUT;F;2;40;13600;Non;Oui;714;GA;22;Non;Non;31000;3;G;Oui;0;3;1;7087
3201;2007;27;F;Non;GOU;F;1;10;40800;Oui;Non;519;GA;7;Non;Non;25000;9;R;Non;0;6;1;2928
3202;2007;88;F;Non;RTR;F;0;72;27200;Non;Non;770;QC;57;Non;Non;25000;2;B;Oui;0;6;1;1489
3203;2007;45;H;Oui;GOU;D;0;24;28300;Oui;Non;688;ML;14;Oui;Non;37000;2;G;Oui;0;3;1;2656
3204;2007;40;F;Oui;PRO;D;0;24;33200;Oui;Non;598;ML;16;Oui;Non;12000;2;R;Non;0;6;1;1423
3205;2007;35;F;Non;PRO;F;1;19;36300;Oui;Non;423;ML;15;Non;Non;10000;8;A;Non;0;3;1;1261
3206;2007;24;F;Non;ETU;A;0;8;27500;Non;Non;554;SA;7;Non;Non;33000;7;B;Non;0;6;1;4120
3207;2007;27;M;Non;ETU;F;0;11;12100;Non;Non;530;MA;5;Oui;Non;23000;12;R;Non;1;6;1;2100
3208;2007;61;H;Non;MED;F;0;45;5300;Oui;Non;736;GA;24;Oui;Non;28000;7;R;Non;1;1;1;2214
3209;2007;34;H;Non;SNS;F;0;18;16000;Non;Non;744;ES;12;Oui;Non;14000;6;R;Non;0;6;1;827
3210;2007;44;H;Non;ASS;F;0;23;42200;Oui;Oui;735;ES;10;Oui;Non;32000;5;G;Oui;0;6;1;4684
3211;2007;26;H;Non;ASS;F;1;5;23400;Oui;Non;795;SA;1;Oui;Non;41000;6;R;Non;0;5;1;3728
3212;2007;62;F;Oui;GOU;M;1;46;3300;Oui;Non;781;ES;39;Oui;Non;10000;9;R;Non;0;4;1;833
3213;2007;24;H;Oui;ETU;A;0;8;30100;Oui;Non;647;OU;6;Non;Non;10000;7;A;Non;1;6;1;1509
3214;2007;46;H;Oui;AUT;A;1;30;39300;Non;Non;650;ES;18;Oui;Oui;78000;0;B;Oui;1;6;1;5737
3215;2007;38;H;Non;PRO;F;2;22;42800;Non;Oui;764;ES;11;Oui;Non;25000;3;B;Non;0;6;1;3160
3216;2007;17;H;Oui;ETU;A;0;1;28200;Oui;Non;569;GA;0;Non;Non;18000;0;B;Oui;0;1;1;3918
3217;2007;42;H;Non;GOU;A;0;25;13000;Non;Non;642;ES;11;Non;Non;25000;2;R;Oui;0;5;1;2101
3218;2007;46;H;Non;SNS;D;1;30;20900;Non;Non;760;ES;24;Oui;Oui;59000;1;B;Oui;1;6;1;5560
3219;2007;26;H;Oui;MED;M;0;5;43100;Oui;Non;488;SA;4;Oui;Non;20000;0;A;Non;0;0;1;2548
3220;2007;32;H;Non;PRO;F;0;12;21400;Oui;Oui;807;SA;9;Oui;Non;12000;3;R;Oui;1;6;1;2793
3221;2007;21;F;Oui;ETU;F;0;5;11100;Oui;Non;835;GA;4;Oui;Non;34000;12;G;Non;0;6;1;2914
3222;2007;36;F;Oui;ASS;F;2;18;5900;Oui;Non;548;MA;14;Oui;Non;15000;1;A;Oui;0;4;1;2881
3223;2007;56;F;Oui;RTR;F;0;40;30000;Non;Non;681;MA;22;Oui;Non;27000;2;G;Non;0;6;1;2523
3224;2007;18;F;Non;ETU;A;0;2;8900;Non;Non;553;GA;1;Non;Non;24000;11;R;Non;0;6;1;2748
3225;2007;77;F;Non;RTR;F;1;61;39200;Non;Non;314;ES;42;Oui;Non;23000;0;R;Oui;0;6;1;2712
3226;2007;40;F;Oui;PRO;A;1;24;31600;Oui;Non;796;ML;18;Non;Non;39000;0;B;Oui;0;5;1;3785
3227;2007;38;F;Non;MED;A;1;17;27300;Oui;Non;727;GA;11;Non;Non;16000;8;R;Non;0;6;1;1466
3228;2007;29;H;Oui;GOU;A;2;13;34600;Oui;Non;686;ES;8;Non;Non;26000;4;R;Non;0;6;1;2212
3229;2007;33;H;Oui;ASS;F;0;17;23300;Oui;Non;668;MA;9;Non;Oui;51000;0;B;Oui;0;6;1;5731
3230;2007;18;H;Non;ETU;D;0;2;8200;Non;Non;969;ES;1;Oui;Oui;42000;1;R;Oui;1;6;1;5641
3231;2007;71;F;Non;RTR;F;1;55;19000;Non;Non;605;ML;41;Oui;Non;22000;1;R;Non;1;6;1;1389
3232;2007;20;F;Non;ETU;A;0;4;9300;Oui;Non;738;ML;2;Non;Non;30000;10;R;Non;0;2;1;2408
3233;2007;25;F;Non;PRO;M;1;9;23100;Non;Oui;414;GA;5;Oui;Non;26000;7;N;Non;0;6;1;7359
3234;2007;68;F;Oui;RTR;A;2;52;44100;Non;Non;581;GA;18;Oui;Non;27000;1;G;Non;0;6;1;2968
3235;2007;25;H;Non;MED;M;2;8;42300;Oui;Non;440;QC;4;Oui;Non;34000;1;R;Oui;0;6;1;6295
3236;2007;34;F;Non;ASS;D;1;18;28500;Oui;Oui;584;QC;11;Oui;Non;20000;2;R;Non;0;0;1;5196
3237;2007;57;F;Non;PRO;F;0;41;39700;Non;Oui;522;ES;24;Oui;Non;10000;1;N;Non;0;6;1;3490
3238;2007;26;H;Non;MED;M;0;10;13600;Oui;Non;489;GA;5;Oui;Non;28000;3;N;Oui;0;6;1;3848
3239;2007;86;F;Non;RTR;F;1;70;45600;Non;Non;455;ES;31;Oui;Non;27000;1;A;Non;0;6;1;2179
3240;2007;41;F;Oui;MAN;F;1;25;37700;Non;Non;672;QC;16;Oui;Non;23000;1;R;Oui;0;6;1;3545
3241;2007;38;F;Non;PRO;A;1;22;36700;Non;Non;589;ML;11;Non;Non;34000;0;N;Oui;0;6;1;3573
3242;2007;47;H;Non;AUT;M;1;25;23700;Non;Oui;539;MA;11;Oui;Non;16000;8;N;Non;0;6;1;2361
3243;2007;40;H;Non;GOU;M;1;24;44300;Oui;Non;616;MA;8;Oui;Non;29000;7;N;Non;0;6;1;2189
3244;2007;21;F;Non;ETU;F;0;3;28800;Oui;Non;540;ML;1;Oui;Non;25000;12;R;Non;0;2;1;2266
3245;2007;18;H;Non;ETU;F;0;2;9000;Non;Non;979;ML;1;Oui;Non;28000;11;R;Non;0;2;1;1257
3246;2007;26;H;Non;PRO;M;0;8;45300;Oui;Non;668;ES;4;Oui;Non;14000;4;G;Oui;1;6;1;1632
3247;2007;47;F;Non;SNS;D;1;31;28000;Non;Non;522;ML;27;Non;Oui;41000;1;G;Oui;0;6;1;6597
3248;2007;40;F;Non;GOU;F;1;24;40700;Oui;Non;532;MA;15;Non;Non;33000;0;B;Non;0;6;1;4577
3249;2007;19;F;Non;SNS;M;0;3;2600;Non;Non;785;GA;1;Oui;Non;26000;12;G;Non;0;6;1;2524
3250;2007;26;F;Oui;MAN;F;1;4;39800;Non;Non;607;GA;3;Oui;Non;30000;8;R;Non;0;6;1;4572
3251;2007;45;F;Non;ETU;M;0;25;25900;Oui;Non;647;MA;18;Oui;Non;44000;3;B;Non;0;2;1;4864
3252;2007;30;H;Non;PRO;A;0;14;20300;Oui;Non;622;QC;9;Non;Non;30000;5;R;Non;0;4;1;2747
3253;2007;66;H;Oui;RTR;M;1;50;43800;Non;Non;757;QC;22;Oui;Non;22000;3;G;Oui;0;6;1;1683
3254;2007;27;H;Non;MAN;A;1;11;34600;Oui;Non;779;ES;5;Non;Non;23000;3;R;Oui;0;6;1;2283
3255;2007;20;F;Non;ETU;A;0;4;32600;Oui;Non;443;OU;2;Non;Non;35000;12;G;Non;0;6;1;4342
3256;2007;30;F;Non;ASS;D;1;14;21700;Non;Oui;460;ES;9;Oui;Non;20000;5;R;Oui;0;6;1;7727
3257;2007;34;H;Oui;GOU;M;0;18;25300;Oui;Non;556;MA;11;Oui;Non;25000;1;G;Oui;0;6;1;2981
3258;2007;60;F;Oui;GOU;M;2;39;31500;Oui;Non;506;SA;31;Oui;Non;23000;6;R;Non;0;6;1;3437
3259;2007;35;H;Non;MAN;F;1;19;46800;Oui;Non;629;ES;14;Oui;Non;15000;1;N;Non;0;3;1;1438
3260;2007;16;F;Non;ETU;A;0;0;31700;Oui;Non;875;ML;0;Non;Oui;44000;2;N;Oui;0;0;1;5518
3261;2007;60;H;Oui;GOU;F;1;44;33400;Oui;Non;589;QC;24;Oui;Non;41000;5;N;Oui;0;6;1;4082
3262;2007;19;H;Oui;ETU;A;0;3;29200;Oui;Non;665;ML;1;Non;Non;25000;12;A;Non;0;6;1;1914
3263;2007;40;H;Oui;PRO;F;0;24;23900;Non;Non;318;ES;20;Non;Non;35000;9;B;Non;0;6;1;3207
3264;2007;17;H;Non;ETU;A;1;0;9800;Oui;Non;724;ES;0;Non;Non;28000;8;R;Non;0;1;1;3215
3265;2007;62;H;Non;MAN;F;1;45;22900;Oui;Non;729;ML;29;Oui;Non;30000;0;R;Non;0;6;1;2104
3266;2007;24;F;Oui;ETU;A;0;8;25100;Oui;Non;682;ML;6;Non;Non;33000;11;N;Non;0;6;1;2715
3267;2007;60;H;Oui;PRO;F;1;44;47900;Non;Non;378;MA;37;Non;Oui;67000;1;G;Oui;0;6;1;8610
3268;2007;27;F;Non;SNS;F;1;11;23600;Non;Non;623;GA;6;Oui;Non;19000;12;A;Non;0;6;1;2061
3269;2007;18;H;Non;ETU;A;0;2;7300;Non;Non;673;ES;1;Non;Non;13000;11;G;Non;0;6;1;1306
3270;2007;24;F;Non;ETU;A;0;3;28000;Oui;Non;854;SA;2;Non;Non;25000;11;R;Non;0;6;1;1846
3271;2007;22;F;Non;ETU;A;0;6;30100;Oui;Non;698;GA;3;Non;Non;30000;12;B;Non;0;6;1;3770
3272;2007;36;F;Oui;GOU;A;1;20;27800;Oui;Non;522;MA;9;Non;Non;45000;2;G;Non;0;6;1;5494
3273;2007;23;H;Non;ETU;A;0;5;11500;Non;Non;635;SA;3;Non;Non;26000;3;B;Oui;0;6;1;3673
3274;2007;40;H;Non;ETU;A;1;22;10500;Non;Non;584;ML;7;Non;Non;35000;3;B;Oui;1;6;1;2674
3275;2007;19;F;Non;ETU;M;0;2;9100;Oui;Non;745;SA;1;Oui;Non;14000;9;B;Non;0;6;1;1499
3276;2007;38;F;Oui;MAN;D;1;17;32800;Oui;Non;606;ES;10;Oui;Non;29000;5;B;Oui;0;6;1;4256
3277;2007;55;H;Oui;PRO;F;1;38;30500;Oui;Non;714;ML;26;Oui;Non;31000;2;N;Non;0;6;1;1839
3278;2007;30;H;Oui;ASS;A;1;14;25000;Oui;Non;743;GA;13;Non;Non;32000;2;R;Non;0;6;1;2866
3279;2007;31;F;Non;MAN;F;1;11;39900;Non;Non;550;SA;5;Non;Non;10000;1;B;Oui;0;6;1;2721
3280;2007;22;F;Non;ETU;A;0;6;7400;Non;Non;694;ES;3;Non;Non;25000;12;B;Non;0;6;1;1972
3281;2007;56;F;Oui;GOU;F;1;40;11800;Oui;Non;635;SA;40;Non;Non;35000;2;B;Oui;0;6;1;4282
3282;2007;32;F;Non;ETU;M;1;16;30300;Oui;Non;738;ML;12;Oui;Non;23000;3;G;Non;0;6;1;2029
3283;2007;32;F;Non;GOU;F;2;16;28000;Oui;Non;645;OU;11;Oui;Non;37000;6;R;Non;0;6;1;5076
3284;2007;33;F;Oui;PRO;F;1;17;37700;Oui;Non;629;QC;11;Non;Non;35000;4;G;Non;0;6;1;4475
3285;2007;25;H;Non;PRO;F;1;9;3200;Non;Oui;772;MA;4;Oui;Non;31000;8;N;Non;1;6;1;4903
3286;2007;56;F;Non;GOU;M;0;40;33900;Non;Non;620;GA;24;Oui;Non;12000;0;N;Oui;0;6;1;1828
3287;2007;62;F;Non;AUT;M;2;46;23200;Oui;Oui;546;ES;34;Oui;Non;10000;4;N;Non;0;6;1;2742
3288;2007;56;F;Oui;ASS;M;1;40;20600;Oui;Oui;627;GA;26;Oui;Non;24000;8;A;Non;0;6;1;4165
3289;2007;26;F;Non;MAN;F;2;10;17200;Oui;Non;663;GA;7;Oui;Oui;44000;1;B;Non;0;1;1;8238
3290;2007;21;F;Non;SNS;M;0;5;26600;Non;Non;570;ES;3;Oui;Non;25000;12;A;Non;0;6;1;2303
3291;2007;90;H;Oui;RTR;D;0;74;40700;Non;Non;587;SA;66;Non;Oui;63000;0;B;Oui;0;6;1;6044
3292;2007;82;H;Oui;RTR;F;0;65;26600;Non;Non;800;ES;55;Oui;Non;29000;0;N;Oui;0;1;1;1889
3293;2007;36;H;Oui;MED;D;1;20;27300;Oui;Non;659;MA;16;Non;Non;12000;4;B;Oui;0;6;1;1399
3294;2007;49;F;Non;GOU;M;1;33;23900;Oui;Non;749;ML;16;Oui;Non;19000;2;A;Non;0;6;1;1199
3295;2007;43;F;Non;ETU;A;1;25;26400;Oui;Non;615;SA;16;Oui;Non;35000;12;A;Non;0;4;1;3884
3296;2007;30;H;Non;MED;D;3;14;15500;Non;Non;703;MA;7;Oui;Non;44000;6;R;Non;0;6;1;3855
3297;2007;45;F;Oui;GOU;A;4;28;25900;Non;Non;682;ML;18;Non;Oui;66000;0;N;Oui;0;6;1;5906
3298;2007;46;H;Oui;MAN;D;0;24;32400;Oui;Non;600;GA;14;Oui;Oui;61000;0;N;Oui;0;6;1;8911
3299;2007;23;H;Non;ETU;M;0;7;28500;Non;Non;633;GA;4;Oui;Non;22000;8;R;Non;0;6;1;2164
3300;2007;45;F;Non;AUT;M;1;29;5800;Oui;Non;632;GA;24;Oui;Non;29000;0;A;Oui;0;6;1;4543
3301;2007;31;H;Non;AUT;A;1;15;39800;Oui;Non;624;GA;14;Non;Non;18000;4;G;Non;0;0;1;1446
3302;2007;16;F;Non;ETU;A;0;0;31600;Oui;Non;879;ML;0;Non;Non;16000;6;A;Non;0;2;1;1044
3303;2007;20;H;Non;ETU;F;0;4;32200;Oui;Non;783;ES;1;Non;Non;30000;8;R;Non;0;6;1;2595
3304;2007;30;H;Oui;SNS;F;1;14;15200;Non;Non;551;QC;9;Oui;Non;25000;7;R;Non;0;6;1;2697
3305;2007;35;H;Oui;GOU;A;1;19;30000;Non;Non;675;ML;10;Non;Non;29000;2;N;Oui;0;6;1;1864
3306;2007;24;H;Oui;ETU;A;0;2;34300;Non;Non;731;MA;1;Non;Non;25000;9;A;Non;0;6;1;1964
3307;2007;34;H;Oui;PRO;A;2;18;16500;Oui;Non;589;OU;15;Non;Non;25000;2;N;Oui;0;6;1;2946
3308;2007;27;H;Oui;AUT;M;0;10;35600;Oui;Oui;694;MA;6;Oui;Non;17000;4;N;Non;0;3;1;2884
3309;2007;47;F;Non;PRO;A;1;29;13300;Oui;Non;609;ES;18;Oui;Oui;54000;0;N;Oui;0;6;1;9401
3310;2007;27;H;Non;GOU;A;4;11;14500;Non;Non;786;MA;6;Non;Non;26000;0;G;Oui;0;6;1;2759
3311;2007;51;H;Non;MED;M;1;35;30100;Oui;Non;572;ES;24;Non;Non;19000;2;N;Non;0;6;1;1431
3312;2007;37;F;Non;MED;M;1;20;44700;Oui;Non;510;ML;14;Oui;Non;19000;6;A;Non;0;4;1;1847
3313;2007;22;F;Non;ETU;F;0;6;10700;Oui;Non;324;ML;4;Oui;Non;19000;11;B;Non;0;5;1;2513
3314;2007;29;F;Non;GOU;M;1;13;3700;Oui;Non;722;ML;9;Oui;Non;26000;3;R;Non;1;4;1;2039
3315;2007;51;F;Oui;AUT;F;4;34;34800;Oui;Non;727;OU;27;Oui;Non;28000;7;R;Non;0;6;1;2338
3316;2007;53;H;Non;ASS;F;1;37;10600;Oui;Non;709;SA;29;Oui;Non;20000;2;R;Oui;0;6;1;2341
3317;2007;35;F;Non;PRO;M;0;18;27600;Non;Non;635;MA;13;Non;Non;13000;10;A;Non;0;6;1;1111
3318;2007;71;H;Non;RTR;M;1;55;34200;Non;Non;826;ES;44;Oui;Non;40000;3;N;Non;0;6;1;1978
3319;2007;28;F;Non;PRO;F;1;12;13600;Oui;Oui;943;ML;9;Non;Non;37000;3;R;Oui;0;6;1;4762
3320;2007;16;H;Non;ETU;A;0;0;9600;Oui;Non;377;GA;0;Non;Non;37000;7;G;Non;0;1;1;7291
3321;2007;39;F;Non;PRO;M;1;22;29000;Oui;Non;761;ML;18;Oui;Non;35000;1;A;Oui;0;6;1;2830
3322;2007;35;F;Oui;AUT;F;0;19;30600;Oui;Oui;972;ML;11;Oui;Non;18000;12;A;Non;0;3;1;1372
3323;2007;21;H;Non;ETU;A;0;5;12100;Oui;Non;599;ES;3;Non;Non;19000;8;G;Non;0;4;1;1718
3324;2007;37;H;Non;MAN;F;2;21;25600;Oui;Non;660;OU;13;Non;Non;38000;5;G;Oui;0;1;1;4958
3325;2007;26;F;Non;MED;M;0;10;21100;Oui;Non;684;OU;7;Oui;Non;22000;1;A;Non;0;6;1;3090
3326;2007;62;H;Non;SNS;F;2;46;27100;Non;Non;576;ML;39;Non;Non;19000;11;N;Non;0;6;1;962
3327;2007;60;F;Non;MAN;A;0;43;40800;Non;Non;629;SA;23;Non;Oui;42000;3;G;Oui;0;6;1;6086
3328;2007;19;H;Non;ETU;A;0;3;8400;Oui;Non;665;ML;2;Non;Oui;57000;1;R;Non;0;6;1;6061
3329;2007;47;H;Non;AUT;F;1;31;25800;Oui;Non;667;ES;18;Non;Non;30000;1;B;Oui;0;6;1;2674
3330;2007;55;H;Non;MAN;M;1;39;18200;Non;Non;812;QC;21;Oui;Non;45000;0;A;Oui;0;6;1;3036
3331;2007;50;F;Oui;PRO;M;2;34;29100;Non;Oui;977;ES;22;Non;Non;21000;1;G;Oui;0;6;1;2312
3332;2007;27;H;Non;GOU;A;0;9;21500;Oui;Non;623;SA;6;Non;Non;33000;3;R;Oui;0;2;1;4668
3333;2007;44;H;Non;ETU;D;3;28;6700;Oui;Non;656;ML;19;Oui;Non;30000;11;N;Non;0;1;1;1568
3334;2007;26;F;Oui;GOU;A;1;10;24600;Oui;Non;630;ES;6;Non;Non;32000;3;A;Non;0;6;1;4082
3335;2007;21;H;Oui;ETU;A;0;5;5100;Oui;Non;621;SA;3;Non;Non;17000;10;R;Non;0;4;1;2139
3336;2007;51;F;Non;SNS;F;0;35;10600;Non;Non;639;MA;26;Oui;Non;25000;9;G;Non;0;6;1;2304
3337;2007;62;F;Non;GOU;A;1;45;53100;Oui;Non;667;ES;29;Oui;Non;12000;2;R;Oui;0;6;1;1597
3338;2007;77;F;Non;RTR;M;2;61;19100;Non;Non;488;ES;48;Oui;Non;37000;0;R;Non;0;6;1;2927
3339;2007;54;F;Oui;ASS;A;1;38;41200;Oui;Oui;711;SA;15;Oui;Non;21000;2;R;Oui;1;6;1;4903
3340;2007;27;F;Oui;MAN;M;0;11;22200;Non;Non;678;SA;6;Non;Oui;43000;0;R;Non;0;6;1;6696
3341;2007;42;H;Oui;AUT;M;0;25;32700;Oui;Non;716;ES;15;Oui;Non;28000;1;N;Non;0;6;1;1864
3342;2007;77;H;Non;RTR;F;1;61;15500;Non;Non;637;MA;36;Non;Non;27000;5;R;Non;0;6;1;1972
3343;2007;74;F;Non;RTR;D;1;57;16200;Non;Non;748;ES;34;Non;Oui;50000;2;N;Oui;0;6;1;3825
3344;2007;45;F;Non;AUT;F;1;27;8300;Oui;Non;671;GA;14;Oui;Non;11000;2;B;Oui;0;6;1;2062
3345;2007;26;H;Non;MAN;M;1;5;21400;Oui;Non;509;GA;3;Non;Oui;60000;0;R;Oui;0;6;1;8896
3346;2007;24;H;Non;ETU;A;0;8;11500;Oui;Non;648;ML;7;Non;Non;37000;11;N;Non;0;3;1;2809
3347;2007;57;F;Oui;RTR;F;0;41;22900;Non;Non;816;ES;16;Oui;Oui;49000;0;A;Oui;0;1;1;5071
3348;2007;77;F;Non;RTR;F;1;61;29400;Non;Non;662;MA;33;Non;Non;33000;2;B;Non;0;6;1;2095
3349;2007;49;F;Non;MAN;D;1;33;13800;Oui;Non;700;GA;9;Non;Oui;39000;2;B;Oui;0;6;1;7077
3350;2007;22;F;Non;ETU;F;0;5;29700;Non;Non;761;ES;2;Oui;Non;21000;7;A;Non;0;6;1;1629
3351;2007;41;F;Non;PRO;A;1;25;32800;Non;Non;765;SA;22;Non;Non;26000;1;N;Oui;0;6;1;3139
3352;2007;35;F;Non;MAN;A;1;19;50400;Oui;Non;565;QC;11;Non;Non;22000;3;N;Oui;0;2;1;4174
3353;2007;54;F;Oui;ASS;M;3;33;26600;Oui;Non;586;ES;23;Oui;Non;37000;9;A;Non;0;6;1;3335
3354;2007;80;F;Oui;RTR;D;2;64;38100;Non;Non;647;SA;41;Oui;Oui;50000;2;R;Oui;0;5;1;5940
3355;2007;43;H;Non;ASS;A;0;26;16700;Oui;Non;787;GA;14;Non;Non;31000;2;R;Non;0;5;1;2272
3356;2007;90;F;Oui;RTR;M;1;74;15900;Non;Non;536;GA;62;Non;Non;21000;2;R;Non;0;2;1;1411
3357;2007;73;H;Oui;RTR;M;1;51;45800;Non;Non;793;MA;40;Oui;Non;16000;3;G;Oui;0;6;1;1116
3358;2007;50;F;Non;AUT;A;0;34;15200;Oui;Non;503;OU;27;Non;Oui;41000;0;G;Non;0;6;1;6944
3359;2007;46;H;Non;GOU;F;0;30;9400;Oui;Non;429;ES;15;Oui;Non;10000;2;A;Oui;0;6;1;1898
3360;2007;36;H;Oui;AUT;F;1;20;1100;Non;Non;689;OU;10;Non;Non;38000;1;G;Oui;0;6;1;3653
3361;2007;25;F;Non;MAN;M;1;9;22200;Oui;Non;844;OU;6;Oui;Oui;41000;0;G;Oui;0;6;1;6725
3362;2007;52;H;Non;GOU;F;0;36;23900;Oui;Non;518;GA;19;Oui;Non;19000;6;R;Non;0;4;1;1713
3363;2007;36;F;Oui;ASS;F;0;20;2500;Non;Oui;826;SA;16;Oui;Non;14000;7;N;Non;0;6;1;2252
3364;2007;42;F;Non;MAN;F;2;26;17100;Oui;Non;682;SA;19;Oui;Oui;51000;3;N;Oui;0;1;1;9199
3365;2007;74;H;Oui;RTR;F;1;58;41600;Non;Non;757;ML;37;Oui;Non;24000;2;B;Oui;0;6;1;1677
3366;2007;21;F;Non;AUT;M;0;5;41200;Non;Oui;886;MA;3;Non;Non;17000;10;G;Non;0;2;1;2179
3367;2007;27;F;Non;ASS;F;1;10;38600;Oui;Oui;516;ES;6;Non;Non;30000;2;R;Non;0;6;1;6796
3368;2007;30;H;Non;MAN;F;0;14;11200;Oui;Non;642;QC;10;Oui;Oui;30000;2;R;Oui;0;6;1;5033
3369;2007;66;H;Non;RTR;D;1;42;19000;Non;Non;556;SA;27;Non;Oui;61000;1;N;Non;0;6;1;6017
3370;2007;19;H;Non;ETU;F;1;0;31800;Non;Non;819;ML;0;Oui;Non;14000;7;B;Non;0;3;1;1243
3371;2007;22;H;Non;SNS;D;0;6;9400;Non;Non;631;GA;4;Oui;Oui;56000;0;G;Oui;1;6;1;13605
3372;2007;40;F;Non;AUT;A;0;23;43200;Oui;Oui;637;GA;17;Non;Non;13000;2;N;Non;0;6;1;3334
3373;2007;33;F;Oui;ETU;M;2;17;29300;Oui;Non;544;ES;11;Oui;Non;18000;10;R;Non;0;6;1;1848
3374;2007;56;H;Oui;RTR;A;1;40;17200;Non;Non;605;MA;32;Non;Oui;69000;3;G;Oui;1;6;1;6785
3375;2007;38;F;Non;PRO;F;1;22;9800;Oui;Oui;537;GA;11;Oui;Oui;60000;0;R;Oui;0;6;1;26572
3376;2007;72;H;Oui;RTR;M;0;56;29200;Non;Non;619;ML;36;Non;Oui;51000;2;R;Oui;0;6;1;3633
3377;2007;38;H;Non;PRO;F;1;16;20800;Oui;Oui;680;MA;10;Oui;Non;17000;1;B;Non;1;6;1;3286
3378;2007;46;H;Non;GOU;M;1;30;48400;Oui;Non;988;ML;15;Oui;Non;12000;3;A;Non;0;6;1;579
3379;2007;58;H;Oui;AUT;F;1;36;26800;Oui;Non;458;QC;28;Oui;Non;26000;2;G;Oui;0;5;1;3782
3380;2007;29;H;Non;MAN;F;1;13;32200;Oui;Non;641;ML;7;Oui;Non;29000;3;B;Non;0;4;1;2342
3381;2007;72;H;Non;RTR;A;1;56;28300;Non;Non;868;ES;30;Non;Oui;44000;1;R;Oui;0;6;1;3080
3382;2007;49;F;Non;ASS;A;0;33;16800;Non;Non;710;ML;26;Non;Oui;50000;7;N;Non;0;6;1;2957
3383;2007;60;H;Non;MED;F;3;44;18100;Non;Non;898;ES;28;Non;Non;36000;1;B;Oui;0;6;1;2071
3384;2007;22;H;Non;ETU;A;0;6;9500;Oui;Non;710;ES;3;Non;Non;38000;2;R;Oui;1;6;1;4357
3385;2007;43;H;Oui;GOU;F;1;26;47800;Oui;Non;626;ML;15;Oui;Non;31000;3;N;Non;0;5;1;1769
3386;2007;45;F;Non;SNS;F;1;29;44100;Non;Non;602;MA;17;Non;Non;49000;12;N;Non;0;6;1;4671
3387;2007;53;H;Non;MAN;M;2;33;21200;Non;Non;591;ES;23;Oui;Non;19000;2;B;Oui;0;6;1;1839
3388;2007;65;F;Non;RTR;F;1;49;20900;Non;Non;740;SA;39;Oui;Non;26000;3;N;Non;0;6;1;2321
3389;2007;26;H;Non;ETU;F;1;10;9400;Non;Non;488;MA;10;Non;Non;24000;8;R;Non;0;6;1;2881
3390;2007;18;H;Oui;ETU;F;0;2;8200;Non;Non;563;ML;1;Non;Non;25000;11;R;Non;0;3;1;2079
3391;2007;39;F;Non;MED;M;1;23;29400;Non;Non;720;ES;23;Oui;Non;33000;8;N;Non;0;6;1;2579
3392;2007;83;H;Non;AUT;A;1;59;47400;Oui;Non;826;MA;35;Non;Oui;55000;1;R;Oui;0;6;1;4446
3393;2007;28;F;Oui;MED;F;0;10;52200;Oui;Non;864;ES;7;Non;Non;44000;2;G;Non;1;6;1;3315
3394;2007;25;H;Non;PRO;M;1;9;17000;Oui;Non;638;ML;8;Oui;Non;10000;3;R;Oui;0;6;1;1720
3395;2007;38;H;Oui;ASS;M;0;20;26100;Oui;Oui;487;ES;19;Oui;Non;22000;4;G;Non;0;6;1;3095
3396;2007;27;H;Non;PRO;M;1;6;29000;Oui;Non;585;GA;3;Oui;Oui;63000;0;G;Oui;0;6;1;9165
3397;2007;61;H;Oui;ASS;A;1;42;28300;Oui;Non;906;SA;31;Oui;Oui;60000;0;R;Oui;1;2;1;6849
3398;2007;43;H;Non;PRO;M;2;27;40000;Non;Non;536;SA;20;Oui;Non;40000;2;B;Non;0;6;1;3394
3399;2007;50;F;Non;RTR;A;1;34;23700;Non;Non;699;SA;23;Oui;Oui;53000;1;N;Oui;1;6;1;8205
3400;2007;50;F;Oui;RTR;A;1;34;15600;Non;Non;690;GA;27;Oui;Oui;65000;0;G;Non;0;4;1;5624
3401;2007;43;H;Oui;PRO;F;2;27;2800;Non;Oui;591;MA;14;Oui;Non;24000;2;B;Oui;0;6;1;5764
3402;2007;43;H;Non;ASS;M;1;27;35700;Non;Oui;632;GA;13;Oui;Non;28000;2;N;Oui;2;6;1;6463
3403;2007;62;F;Non;PRO;A;1;46;6900;Non;Non;873;ES;23;Oui;Oui;42000;2;R;Oui;0;6;1;4194
3404;2007;45;F;Non;AUT;F;1;27;21800;Oui;Non;681;ES;21;Oui;Non;25000;0;A;Oui;0;6;1;3263
